CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000258235,별의 정원,별의 정원,,,,,Astro Gardener,20190704.0,1199.0,20190711.0,전체 관람가,N,대한민국,,,,,판타지,어드벤처,가족,,,,(주)아슈비아만화영화푸로덕션,,,예지림엔터테인먼트,,,MP0000094176,원종식,감독(연출),별의 정원,,,,,,MP0000139979,신용우,우리말목소리,극장판 미니특공대: 공룡왕 디노,신비아파트 극장판 : 하늘도깨비 대 요르문간드,레드슈즈,명탐정 코난: 감청의 권,극장판 샤이닝스타:새로운 루나퀸의 탄생!,별의 정원,극장판 오소마츠 6쌍둥이,미래의 미라이,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,극장판 헬로카봇 : 백악기 시대,신비아파트 : 금빛도깨비와 비밀의 동굴,미니특공대X,터닝메카드W: 반다인의 비밀 특별판,코코,포켓몬스터 너로 정했다!,하이큐!! 재능과 센스,파워배틀 와치카: 와치가면의 역습,터닝메카드W: 블랙미러의 부활,,,,MP0000147910,전태열,우리말목소리,극장판 미니특공대: 공룡왕 디노,별의 정원,극장판 오소마츠 6쌍둥이,런닝맨 : 풀룰루의 역습,극장판 뽀잉 : 슈퍼 변신의 비밀,미니특공대X,프리파라 모두의 동경,파워배틀 와치카: 와치가면의 역습,레이디버그,,,,,,,,,,,,,MP0000158665,김연우,우리말목소리,별의 정원,런닝맨 : 풀룰루의 역습,극장판 가면라이더 이그제이드 트루엔딩,인크레더블 2,인크레더블 2 디지털 특별판,빅풋 주니어,언더 더 씨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,58.0,3.11,3.0,,6.33,"“어둠을 되찾아오지 않으면 모든 것이 사라지게 될 거야!”
어둠을 무서워하고 엄마와 사이도 좋지 못한 사춘기 도시 소녀 ‘수하’.
‘별 볼 일 없는 곳’이라 여긴 수하리의 외갓집에서 방학을 보내게 된 ‘수하’는 우주의 별이 담긴 ‘어둠의 돌’을 통해 별의 정원으로 들어가게 되고, 정원사 ‘오무’와 함께 사라질 위기에 처한 우주를 구하기 위해 떠나게 되는데…
그리운 아빠와 엄마에 대한 마음, 그리고 자신이 품은 어둠의 비밀과 마주하게 된 ‘수하’는 ‘오무’와 함께 빼앗긴 어둠을 되찾고 우주의 별들을 구할 수 있을까?",로컬의 매력을 담은 국산 SF 애니메이션,상처를 마주하고 극복하는 법,"어둠을 외면하지 않는, 밝은 이야기",,,,,,,,
MM1000263910,칠드런 액트,칠드런 액트,,,,,The Children Act,20190704.0,1323.0,20190723.0,12세 관람가,N,영국,,,,,드라마,가족,,,,,,,,씨나몬(주)홈초이스 ,,,MP0000024355,리처드 이어,감독(연출),칠드런 액트,,,,,,MP0000002369,엠마 톰슨,주연,닥터 두리틀,라스트 크리스마스,잃어버린 세계를 찾아서,칠드런 액트,맨 인 블랙: 인터내셔널,미녀와 야수,미녀와 야수,삭제 장면 3 [미녀와 야수],,,,,,,,,,,,,,MP0000002905,스탠리 투치,주연,나이트 헌터,사일런스,칠드런 액트,파이널 포트레이트,트랜스포머: 최후의 기사,미녀와 야수,미녀와 야수,삭제 장면 3 [미녀와 야수],,,,,,,,,,,,,,MP0000160707,핀 화이트헤드,주연,칠드런 액트,덩케르크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1190.0,60.0,3073.0,3.47,4.0,,6.0,"나의 결정이 소년의 최선이길
존경 받는 판사 피오나는 결혼생활의 위기를 맞은 가운데, 치료를 거부한 소년 애덤의 생사가 달린 재판을 맡게 된다.
이틀 안에 치료를 강행하지 않으면 목숨이 위태로운 상황에서 애덤의 진심을 확인하고 싶었던 피오나는 병원으로 직접 찾아가고, 그날의 만남은 두 사람의 삶에 예기치 않은 파장을 일으키는데……",에마 톰슨 본색. 동요(動搖)조차 단정하다,육신의 수혈과 영혼의 출혈,전능할 수는 없으니,전환기의 격랑. 굳건한 흔들림을 드러내는 에마 톰슨만의 표정,,,,,,,
MM1000269035,한낮의 피크닉,한낮의 피크닉,,,,,Jam-si Swi-eo-ga-do Joa,20190704.0,328.0,20190724.0,12세 관람가,N,대한민국,,,,,드라마,어드벤처,가족,,,,서울독립영화제 ,,,서울독립영화제,,,MP1000005385,강동완,감독(연출),한낮의 피크닉,내가 사는 세상,,,,,MP0000000326,권해효,주연,메기,타짜: 원 아이드 잭,한낮의 피크닉,배심원들,나의 특별한 형제,강변호텔,국가부도의 날,사라진 밤,그 후,밤의 해변에서 혼자,루시드 드림,,,,,,,,,,,MP0000160001,김금순,주연,한낮의 피크닉,,,,,,,,,,,,,,,,,,,,,MP1000005383,곽민규,주연,파도를 걷는 소년,이장,한낮의 피크닉,내가 사는 세상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,11.0,2.0,542.0,3.06,3.0,,6.0,"누군가 곁에 있어 괴롭고 곁에 있어 행복한 모두의 오늘에 만나는 뜻밖의 여행록”
  
함께 있으면 괴롭지만 자꾸만 신경 쓰이는 가족과의 예기치 못한 캠핑 여행, 막막한 미래와 잔뜩 구겨진 인생 속 청춘들의 치기 어린 여행 
혼자여도 괜찮은 줄만 알았던 나를 찾아가는 여행까지… 
  
활기 가득한 여름의 맛, 당신도 지금은 떠나야 할 시간!",다퉈야 진짜 여행이지,발견의 기쁨은 계속된다,"친하다면 자주 보자, 말만 하지 말고",,,,,,,,
MM1000266962,기방도령,기방도령,,,,,HOMME FATALE,20190710.0,247.0,20190724.0,15세 관람가,N,대한민국,,,,,코미디,사극,,,,,브레인샤워 , 제이와이피픽쳐스 ,,판씨네마(주) ,,,MP0000166293,남대중,감독(연출),기방도령,,,,,,MP0000107425,준호,주연,기방도령,,,,,,,,,,,,,,,,,,,,,MP0000134155,정소민,주연,기방도령,골든슬럼버,,,,,,,,,,,,,,,,,,,,MP0000135501,최귀화,주연,광대들: 풍문조작단,기방도령,롱 리브 더 킹: 목포 영웅,말모이,마약왕,원더풀 고스트,1급기밀,범죄도시,택시운전사,조작된 도시,더 킹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,4607.0,949.0,2614.0,2.13,3.0,,4.67,"불경기 조선, 폐업 위기 연풍각을 살려야 한다!
""기왕지사 이리 된 김에 사업을 해보는 게 어떻겠소? 내가 기생이 되겠단 말입니다!""
수려한 용모와 뛰어난 기예, 여심을 꿰뚫어 보는 타고난 천성의 꽃도령 ‘허색’.
그는 자신이 나고 자란 기방 ‘연풍각’이 폐업 위기에 처하자 조선 최초의 남자 기생이 되기로 결심한다.
기방결의로 맺어진 25세 괴짜 도인 ‘육갑’과 함께 기획부터 홍보까지 환상의 호흡을 자랑하며 단숨에 조선 최고의 여심스틸러로 등극한 ‘허색’.
입소문이 번지며 조선 사대부 여인들의 마음이 두근거리기 시작한다.
그러나, 승승장구한 것도 잠시 예기치 못한 인물의 등장으로 잘 나가던 ‘허색’의 사업은 삐거덕거리기 시작하는데...",아이돌과 순정 사극의 천생연분,이런 귀여운 재간둥이 같으니,착오에서 착란으로,,,,,,,,
MM1000275119,진범,영화 진범,,,,,The Culprit,20190710.0,786.0,20190805.0,15세 관람가,N,대한민국,,,,,스릴러,범죄,미스터리,,,,(주)곰픽쳐스, (주)트러스트스튜디오,,(주)리틀빅픽쳐스,,,MP0000089184,고정욱,감독(연출),진범,,,,,,MP0000000146,유선,주연,신의 한 수: 귀수편,진범,어린 의뢰인,1급기밀,채비,시칠리아 햇빛 아래,,,,,,,,,,,,,,,,MP0000113110,송새벽,주연,진범,7년의 밤,,,,,,,,,,,,,,,,,,,,MP0000140591,장혁진,조연,진범,나를 기억해,나는 고양이로소이다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,5494.0,2910.0,1765.0,2.56,4.0,7.0,6.5,"피해자의 남편 VS 용의자의 아내

아내가 죽은 그날의 진실을 찾고 싶은 영훈(송새벽)과 남편의 무죄를 밝히기 위해 그의 증언이 필요한 다연(유선)
영훈은 증언의 대가로 함께 진실을 찾자는 제안을 하고, 다연은 남편을 구하기 위해 영훈과 사건을 쫓기 시작한다.
사건을 재구성하던 어느 날, 다연은 영훈의 집에서 사라진 증거를 발견하고,
영훈은 다연의 거짓말을 알게 된다. 그렇게 진실에 다가갈수록 서로를 향한 의심은 커져만 가는데…의심을 숨긴 위험한 공조가 시작된다!","복잡한 플롯 뒤에 쉬운 추리, 복잡한 정체 뒤에 아쉬운 동기","열심히 만든 티는 난다, 2번",,,,,,,,,
MM1000269407,극장판 엉덩이 탐정: 화려한 사건 수첩,엉덩이 탐정 화려한 사건 수첩,극장판 엉덩이 탐정,화려한 사건 수첩,,,Butt Detective The Movie,20190711.0,,20190726.0,전체 관람가,N,일본,,,,,코미디,추리/탐정,,,,,토에이 애니메이션,,,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,MP0000105878,홍진욱,우리말목소리,눈의 여왕4,원더랜드,극장판 엉덩이 탐정: 화려한 사건 수첩,모험왕 블링키,극장판 공룡메카드: 타이니소어의 섬,캡틴 샤키,극장판 뽀잉 : 슈퍼 변신의 비밀,얼리맨,부니베어: 나무 도둑의 습격,빅풋 주니어,부니베어: 로거빅 컴백홈 프로젝트,부니베어: 브램블의 신비한 모험,개구리 왕국 2,레이디버그,키코리키: 황금모자의 비밀,,,,,,,MP0000143458,소연,우리말목소리,극장판 미니특공대: 공룡왕 디노,원더랜드,극장판 엉덩이 탐정: 화려한 사건 수첩,터닝메카드W: 반다인의 비밀 특별판,터닝메카드W: 블랙미러의 부활,,,,,,,,,,,,,,,,,MP0000160665,김은아,우리말목소리,극장판 샤이닝스타:새로운 루나퀸의 탄생!,극장판 엉덩이 탐정: 화려한 사건 수첩,극장판 공룡메카드: 타이니소어의 섬,극장판 뽀잉 : 슈퍼 변신의 비밀,뽀로로 공룡섬 대모험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,42.0,2.61,1.0,,5.0,"평화로운 오후의 찻집, 엉덩이 탐정과 조수 브라운이 티타임을 즐기고 있을 때, 
큰 쇼핑백을 든 뿌우람 씨가 들어온다. 
마을에 새롭게 오픈하는 카레 가게의 사장인 뿌우람 씨는 
카레 요리에 빠지면 안 되는 중요한 향신료 ‘알알살라’가 사라진 것을 알게 된다!
“그게 없으면 카레를 만들 수 없어. 가게를 열 수 없어!” 
충격으로 쓰러진 뿌우람 씨를 보고 엉덩이 탐정이 일어난다. 
“저에게 맡겨 주십시오!”
과연 엉덩이 탐정은 ‘화려한’ 추리로 사라진 향신료의 수수께끼에 다가설 수 있을까?","유익한 추리, 유쾌한 엉덩이 발사",,,,,,,,,,
MM1000265943,난폭한 기록,난폭한 기록,,,,,Fist & Furious,20190711.0,,20200210.0,19세 관람가,N,대한민국,,,,,액션,범죄,,,,,영화사 반딧불 , 서울액션스쿨 ,,kth ,,,MP0000142618,하원준,감독(연출),난폭한 기록,,,,,,MP0000001214,정두홍,주연,난폭한 기록,,,,,,,,,,,,,,,,,,,,,MP0000002113,류덕환,주연,난폭한 기록,배심원들,국가부도의 날,,,,,,,,,,,,,,,,,,,MP0000141733,서은아,주연,난폭한 기록,로마의 휴일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,68.0,17.0,253.0,1.51,4.0,8.0,5.0,"한 놈은 잡고, 한 놈은 찍는다!
머리에 칼날이 박힌 채 살아가는 난폭한 전직형사와 특종킬러 VJ의 지독한 동행취재!
특종 냄새는 귀신같이 맡는 집념의 프리랜서 VJ '국현'(류덕환)은 자극적인 취재거리를 찾던 중 머리에 칼날이 박힌 채 살아가는 전직형사 ‘기만’(정두홍)의 이야기가 대박 아이템임을 직감한다
폐인 같은 삶을 살고 있던 ‘기만’은 ‘국현’의 집요한 설득 끝에 동료형사를 죽이고 자신에게 칼날을 박아놓은 마약조직보스 ‘정태화’에 대한 복수를 기록한다는 조건하에 동행취재를 허락한다.
악인들을 향한 통쾌한 복수, 거침없는 리얼 액션이 폭발한다!",물레방아 돌릴 적에나,역시 몸으로 하는 건 눈을 속일 수 없다,"열심히 만든 티는 난다, 1번",,,,,,,,
MM1000265996,마리아 칼라스: 세기의 디바,마리아 칼라스 세기의 디바,영화 마리아 칼라스,,,,Maria by Callas: In Her Own Words,20190711.0,,20190730.0,전체 관람가,N,프랑스,,,,,드라마,다큐멘터리,,,,,,,,(주)영화사 진진,,,MP1000008601,톰 볼프,감독(연출),마리아 칼라스: 세기의 디바,,,,,,MP0000125141,마리아 칼라스,주연,마리아 칼라스: 세기의 디바,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,14.0,2.0,233.0,3.34,3.0,,6.33,"오페라보다 드라마틱한 인생
노래가 끝나면 삶이 시작된다!

뛰어난 곡 해석력과 마음을 울리는 연기로 전설이 된 디바 칼라스
하지만 화려한 무대를 내려오면 사랑하는 사람에게 사랑받고 싶었던 그녀, 마리아
모두가 사랑했지만 끝내 고독했던 디바의 일생이 공개된다!","같은 시대를 살았음에 자랑스러워지는, 진정한 전설",노래의 날개 위에 영원히,세기의 열정과 통증,,,,,,,,
MM1000260571,우리는 언제나 성에 살았다,우리는 언제나 성에 살았다,영화 우리는 언제나 성에 살았다,,,,We Have Always Lived in the Castle,20190711.0,180.0,20190719.0,15세 관람가,N,미국,,,,,스릴러,미스터리,,,,,,,,(주)디스테이션,,,MP0000144445,스테이시 패슨,감독(연출),우리는 언제나 성에 살았다,,,,,,MP0000001273,크리스핀 글로버,주연,우리는 언제나 성에 살았다,,,,,,,,,,,,,,,,,,,,,MP0000072400,알렉산드라 다드다리오,주연,나이트 헌터,캔 유 킵 어 시크릿?,우리는 언제나 성에 살았다,초이스,,,,,,,,,,,,,,,,,,MP0000141679,타이사 파미가,주연,왓 데이 해드,우리는 언제나 성에 살았다,라스트 미션,더 넌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,30.0,13.0,754.0,2.93,3.0,,5.67,"""더 이상 나쁜 일은 일어나지 않을 거야”

내 이름은 메리 캐서린 블랙우드. 나이는 18살. 콘스탄스 언니와 산다. 
블랙우드 가족은 계속 이 집에 살았고 그 누구에게도 해를 끼친 적 없다. 
그들이 뭐라고 해도, 그들이 무슨 짓을 해도. 우린 절대로 이곳을 떠나지 않을 것이다. 
하지만 변화가 다가오고 있다. 그러나 아무도 모른다. 나 말고는.  목요일. 그 남자가 찾아왔다.",불길한 아름다움을 더 끝까지 밀어붙였다면,"제목이 무슨 죄겠나, 혹한 내가 바보지","증오, ‘가장 오래 지속되는 쾌락’",,,,,,,,
MM1000264533,조,영화 zoe,영화 조,,,,Zoe,20190711.0,1246.0,20190725.0,15세 관람가,N,미국,,,,,멜로/로맨스,SF,,,,,,,,(주)팝엔터테인먼트,,,MP0000106455,드레이크 도리머스,감독(연출),조,라이크 크레이지,,,,,MP0000000650,이완 맥그리거,주연,버즈 오브 프레이(할리 퀸의 황홀한 해방),닥터 슬립,조,곰돌이 푸 다시 만나 행복해,트레이터,아메리칸 패스토럴,광야의 40일,미녀와 야수,미녀와 야수,삭제 장면 3 [미녀와 야수],,,,,,,,,,,,MP0000103788,레아 세이두,주연,조,쿠르스크,단지 세상의 끝,,,,,,,,,,,,,,,,,,,MP0000144725,테오 제임스,조연,조,로즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,546.0,49.0,2807.0,3.3,2.0,,5.5,"커플들의 연애 성공률을 예측해주는 연구소에서 일하는 그녀 ‘조’는 함께 일하는 ‘콜’에게 사랑의 감정을 느끼게 된다. 
하지만 ‘콜’과의 연애 성공률이 ‘0퍼센트’라고 나오자 결과를 믿을 수 없던 ‘조’는 ‘콜’에게 자신의 마음을 고백한다.
그리고 ‘조’는 곧 충격적인 대답을 듣게 되는데… 
“조, 그건 당신이 내가 만든 로봇이기 때문이야”

인간을 사랑하게 된 그녀 ‘조’
이 사랑도 설계된 건가요?","도리머스의 이상한 연작들, 미래형 멜로의 답은 아닐지라도",로봇이 된 피그말리온,,,,,,,,,
MM1000255211,죽음을 거스른 사나이,죽음을 거스른 사나이,죽음을거스른사나이,영화 죽음을 거스른 사나이,,,Mystery of Muye: Jin Baozi,20190711.0,,20190711.0,15세 관람가,N,중국,,,,,액션,판타지,,,,,,,,(주)액티버스엔터테인먼트,,,MP1000008077,황예,감독(연출),죽음을 거스른 사나이,,,,,,MP0000164085,조걸,주연,죽음을 거스른 사나이,,,,,,,,,,,,,,,,,,,,,MP1000008078,진유신,주연,죽음을 거스른 사나이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,11.0,4.0,18.0,1.06,,,,"<죽음을 거스른 사나이>는 진나라의 승리를 이끈 절대 무기 점괘판을 둘러싼 예측불허의 액션 판타지	
판을 가진 자가 세상을 지배한다!
‘죽음의 운명’을 타고나 홀로 고립된 채 살가가던 ‘진 바오즈’
우연히 자신의 무술과 대등한 무인 ‘안 준디옌’을 만나 대륙을 지비했던 강대국 진나라의 절대 무기 점괘판에 대한 이야기를 듣게 되는데..
세상을 파괴하려는 자 VS 세상을 구하려는 자들의 예측불어 액션 판타지!",,,,,,,,,,,
MM1000257929,벤트: 마약의 도시,벤트 마약의 도시,영화 벤트 마약의 도시,영화 벤트,마약의 도시,,Bent,20190712.0,,20191010.0,15세 관람가,N,미국,스페인,,,,액션,범죄,,,,,AMBI Group,,,노바엔터테인먼트 ,,,MP0000066824,바비 모레스코,감독(연출),벤트: 마약의 도시,,,,,,MP0000002431,앤디 가르시아,주연,벤트: 마약의 도시,북클럽,라스트 미션,맘마미아! 2,맘마미아! 2,지오스톰,패신저스,,,,,,,,,,,,,,,MP0000027883,칼 어번,주연,벤트: 마약의 도시,행맨,더 리벤지,토르: 라그나로크,,,,,,,,,,,,,,,,,,MP0000034116,소피아 베르가라,주연,벤트: 마약의 도시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,140.0,24.0,73.0,1.81,,,,"살고 싶다면 아무도 믿지 마라!
마약 비리 경찰을 조사하던 중 파트너 ‘찰리’를 잃고 수감된 전직 경찰 ‘다니엘’. 3년 후, 출소한 ‘다니엘’은 자신과 ‘찰리’의 누명을 벗기 위해 
조직의 보스 ‘드리스콜’에게 복수하고자 한다. 하지만, 동료 경찰을 죽인 비리 경찰로 낙인 찍혀 사방의 적이 자신을 노리고 있는 상황. 
유일하게 자신을 믿어주는 동료 경찰 ‘지미’와 우연히 알게 된 ‘레베카’의 도움으로 사건을 추적하지만 진실에 다가갈수록 그를 노리는 죽음의 그림자는 다가오는데…
모든 것을 잃은 남자의 처절한 복수가 시작된다!",,,,,,,,,,,
MM1000265922,나이트메어 시네마,나이트메어 시네마,영화 나이트메어 시네마,,,,Nightmare Cinema,20190717.0,,20190723.0,19세 관람가,N,미국,,,,,드라마,공포(호러),,,,,,,,(주)영화사 빅 ,,,MP1000008523,알레한드로 브뤼게,감독(연출),나이트메어 시네마,,,,,,MP0000002242,미키 루크,주연,나이트메어 시네마,,,,,,,,,,,,,,,,,,,,,MP0000002353,엘리자베스 리저,주연,나이트메어 시네마,,,,,,,,,,,,,,,,,,,,,MP0000076252,모리스 버나드,주연,나이트메어 시네마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1.0,3.0,363.0,2.14,3.0,,5.0,"늦은 밤, 버려진 극장으로 홀린 듯 들어간 다섯 명의 낯선 이들. 
그림자들 속에 숨어 있는 의문의 영사기사가 틀어주는 자신의 내면 속 가장 깊고 어두운 공포의 이야기와 마주하게 되는데… 
살고 싶어? 어디 한번 도망쳐봐!",Dead can dance,시도는 좋았으나 작품별 편차가 아쉽다,"악몽 하나, 개꿈 넷",,,,,,,,
MM1000317051,라이온 킹,라이온킹 2019,라이온킹 영화,라이온 킹,,라이온 킹(2019),The Lion King,20190717.0,4743662.0,20191002.0,전체 관람가,N,미국,,,,,드라마,어드벤처,가족,,,,,,,월트디즈니컴퍼니코리아 유한책임회사,,,MP0000007498,존 파브로,감독(연출),라이온 킹,스파이더맨: 파 프롬 홈,어벤져스: 엔드게임,한 솔로: 스타워즈 스토리,스파이더맨: 홈커밍,,MP0000000917,비욘세,외국어목소리,라이온 킹,,,,,,,,,,,,,,,,,,,,,MP0000003722,제임스 얼 존스,외국어목소리,라이온 킹,,,,,,,,,,,,,,,,,,,,,MP0000138385,도날드 글로버,외국어목소리,라이온 킹,한 솔로: 스타워즈 스토리,스파이더맨: 홈커밍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1012.0,68.0,42558.0,3.28,6.0,7.0,5.75,"새로운 세상, 너의 시대가 올 것이다!

어린 사자 심바는 프라이드 랜드의 왕인 아버지 무파사를 야심과 욕망이 가득한 삼촌 스카의 음모로 잃고 왕국에서도 쫓겨난다.

기억해라! 네가 누군지.

아버지의 죽음에 대한 죄책감에 시달리던 심바는 의욕 충만한 친구들 품바와 티몬의 도움으로 희망을 되찾는다.
어느 날 우연히 옛 친구 날라를 만난 심바는 과거를 마주할 용기를 얻고, 진정한 자신의 모습을 찾아 위대하고도 험난한 도전을 떠나게 되는데...

디즈니가 선사하는 전설의 감동대작이 온다!",너무 생생해서 되레 무섭다. 이번 건 애니메이션의 승,디즈니 주주에게만 필요한 리메이크,"라이브 액션이라서, 자연은 더 압도적이고 감정 표현은 미안하다",어흥! 포효는 큰데 울림은 적은 실사,,,,,,,
