CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000285190,존 윅 3: 파라벨룸,존 윅 3 파라벨룸,존윅3,존윅 파라벨룸,존윅,,John Wick: Chapter 3 - parabellum,20190626.0,942513.0,20190821.0,19세 관람가,N,미국,,,,,액션,스릴러,범죄,,,,,,,(주)제이앤씨미디어그룹 , TCO(주)더콘텐츠온 ,,MP0000147076,채드 스타헬스키,감독(연출),존 윅 3: 파라벨룸,존 윅: 리로드,,,,,MP0000001308,키아누 리브스,주연,레플리카,존 윅 3: 파라벨룸,토이 스토리 4,데스티네이션 웨딩,존 윅: 리로드,,,,,,,,,,,,,,,,,MP0000002057,할리 베리,주연,존 윅 3: 파라벨룸,키드냅,킹스맨: 골든 서클,,,,,,,,,,,,,,,,,,,MP0000024632,이안 맥쉐인,주연,존 윅 3: 파라벨룸,헬보이,몬스터파크,존 윅: 리로드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,28529.0,3358.0,31164.0,3.35,8.0,6.25,6.75,"전설이 된 킬러 ‘존 윅’ (키아누 리브스).
룰을 어긴 죄로 그에게 현상금 1,400만 불이 붙고, 전 세계 모든 킬러의 총구가 그를 향한다. 
국제암살자연맹의 파문 조치가 내려진 그는 아무런 보호도 받지 못한 채 시시각각 위험에 직면하고 결국, 마지막 전쟁을 위해 ‘소피아’(할리 베리)를 찾아가는데… 
출구는 없다!
평화를 원한다면, 전쟁을 준비하라!",개고생 액션에 개차반 서사,동양무술에 집착하기 전까지는 별 네개,"장전의 미학, 격발의 쾌감",총탄의 폭우 사이로 헤엄치기,,,,,,,
MM1000256327,쁘띠 아만다,쁘띠 아만다,쁘띠아만다,,,,Amanda,20190627.0,2083.0,20190711.0,12세 관람가,N,프랑스,,,,,드라마,가족,,,,,,,,알토미디어(주),,,MP1000008239,미카엘 허스,감독(연출),쁘띠 아만다,,,,,,MP0000144516,스테이시 마틴,주연,네 멋대로 해라: 장 뤽 고다르,쁘띠 아만다,트리트 미 라이크 파이어,올 더 머니,,,,,,,,,,,,,,,,,,MP0000155151,벵상 라코스테,주연,쁘띠 아만다,,,,,,,,,,,,,,,,,,,,,MP1000008240,이조르 뮐트리에,주연,쁘띠 아만다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2.0,208.0,8.0,852.0,3.5,4.0,,7.0,"널 만나서 정말 행복해
오늘의 행복을 찾아가는 치유의 여정
파리에서 민박집을 관리하는 스물네 살 ‘다비드’
어느 날 갑자기 누나 ‘상드린’이 세상을 떠나자
슬픔을 뒤로한 채 일곱 살 조카 ‘아만다’를 오롯이 책임져야 하는데...
평화로웠던 일상으로 돌아가려는 삼촌과 조카의 뭉클하면서도 씩씩한 발걸음이 시작된다. ","11·13 파리 테러, 세월호 사건, 동일본 대지진 이후 우리는",‘매직 랜턴’상이 썩 어울린다,"나뭇가지를 치듯, 방을 치우듯 서서히 제자리로 돌아가는 시간","슬픔의 강, 어떻게 건너야 하는가",,,,,,,
MM1000244916,사범,영화 사범,,,,,The Master,20190627.0,,20190627.0,전체 관람가,N,대한민국,,,,,드라마,다큐멘터리,,,,,(주)26컴퍼니,,,(주)26컴퍼니, 윤스,,MP1000007822,조동희,감독(연출),사범,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,17.0,2.0,16.0,3.16,2.0,,4.5,"태권도만을 사랑하는 아버지와 딸, 이들이 꿈꾸는 태권도는 과연 무엇일까?
아버지 ‘강신철’ 관장 - 30년 전에 맨 몸으로 전쟁이 한창이었던 이란으로 건너가 지금의 세계 최강 이란 태권도를 만들어냈던 이란의 태권도 영웅.
이란에서 수 천명의 제자를 길러냈고 한국에 들어와 수원에 개설한 남창도장에는 매년 1,500 여명 이상의 외국인들이 그를 만나러 오고 있다.
딸 ‘강유진’ 사범 - 키 154cm. 평발. 28세. 아직도 중학생처럼 보이는 앳된 외모.
스스로 자격지심이 많고 수줍던 소녀는 척추와 골반이 아파도 쉬지않고 매일 훈련을 했고, 결국 세계대회를 제패하고 대한민국 품새 1인자가 되었다.
대한민국 태권도의 근본과 발전을 고민하시는 엄한 아버지와 아버지보다 더욱 완벽해지고 싶어하는 억척스런 딸.
그들은 사랑스러운 가족이지만 남창도장에서는 시시콜콜 다투기도 한다.
엄격한 아버지는 수련생들에게 버럭 화를 낸 후 딸의 눈치를 보고, 딸은 그런 지도방식의 아버지가 많이 서운하다.
태권도만을 사랑했던 한 남자와 그의 딸이 보여주는 진정한 태권도의 길.
왜 그들이 태권도 외길을 선택했고, 태권도를 통해 얻고자 하는 것은 무엇인가?
왜 많은 외국 태권도인들이 자비를 들여 이들을 만나기 위해 한국에 오고 있는 것인가?","방송용에 가까운 다큐, 친절하게 떠먹여준다",태권가족 포토앨범,,,,,,,,,
MM1000243861,솔져스 메모리,솔져스 메모리,솔져스메모리,,,,Legionario,20190627.0,,20190627.0,15세 관람가,N,스페인,,,,,드라마,스릴러,전쟁,,,,,,,,,,MP1000007756,에두아르도 H. 가자  ,감독(연출),솔져스 메모리,,,,,,MP1000007757,라울 테혼,주연,솔져스 메모리,,,,,,,,,,,,,,,,,,,,,MP1000007758,루이스 모톨라,주연,솔져스 메모리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,11.0,2.0,2.0,2.0,,,,"아프가니스탄에 파병되어 생사를 넘나드는 전투를 경험한 스페인 특수부대 소속의 산토스가 휴가를 맞아 마드리드로 돌아온다. 
같은 부대 동료이자 사랑하는 약혼녀 알리시아와 재회한 그는 절친 안드레스가 준비한 파티에 초대되어 약혼녀와 함께 참석한다. 
참혹했던 전쟁터의 기억을 뒤로하고 사람들과 어울려 즐거운 한 때를 보낸 산토스와 알리시아는 안드레스의 아파트에 묶게 되고 다음날 아침, 눈을 뜬 산토스는 자신의 옆에 알리시아 대신 다른 여성이 사망한 채 누워있는 것을 발견하는데...",,,,,,,,,,,
MM1000253148,스트롱거,영화 스트롱거,스트롱거,,,,STRONGER,20190627.0,164.0,20190705.0,15세 관람가,N,미국,,,,,드라마,멜로/로맨스,,,,,,,,(주)올스타엔터테인먼트,,,MP0000032471,데이빗 고든 그린,감독(연출),스트롱거,할로윈,,,,,MP0000001663,제이크 질렌할,주연,와일드 라이프,스파이더맨: 파 프롬 홈,스트롱거,라이프,녹터널 애니멀스,,,,,,,,,,,,,,,,,MP0000002189,미란다 리차드슨,조연,스트롱거,,,,,,,,,,,,,,,,,,,,,MP0000044535,타티아나 마슬라니,주연,디스트로이어,스트롱거,투 러버스 앤 베어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,711.0,22.0,1324.0,3.29,3.0,,6.0,"운명이 바뀐 그날, 그의 삶을 바꾼 기적같은 사랑
여자친구를 응원하기 위해 마라톤의 결승점에서 기다리던 ‘제프’(제이크 질렌할)는 폭발음과 함께 정신을 잃는다. 
병원에서 가까스로 깨어나 목소리뿐 아니라 전신을 움직일 수 없는 그는 종이에 “에린(타티아나 마슬라니)은?”이라며 그녀의 안부를 묻는다. 
천만다행 아무 이상 없는 그녀는 제프가 자기를 보러 왔기 때문에 벌어진 일이라고 자책하며 그의 곁을 지킨다. 
주위의 격려 덕분에 밝은 모습으로 사고를 이겨내는 듯 하지만 에린만은 제프의 본심을 알고 있는데…",담금질과 두드림의 조화,용기가 있어야 살 수 있다,전진이라는 힘겨움에 대하여,,,,,,,,
MM1000256486,트리트 미 라이크 파이어,트리트 미 라이크 파이어,트리트미 라이크파이어,,,,Joueurs,20190627.0,2449.0,20190710.0,19세 관람가,N,프랑스,,,,,드라마,범죄,멜로/로맨스,,,,,,,(주)트리플픽쳐스,,,MP1000008091,마리 몽쥬,감독(연출),트리트 미 라이크 파이어,,,,,,MP0000133848,타하르 라힘,주연,트리트 미 라이크 파이어,막달라 마리아: 부활의 증인,은판 위의 여인,,,,,,,,,,,,,,,,,,,MP0000144516,스테이시 마틴,주연,네 멋대로 해라: 장 뤽 고다르,쁘띠 아만다,트리트 미 라이크 파이어,올 더 머니,,,,,,,,,,,,,,,,,,MP0000145072,브루노 월코위치,조연,트리트 미 라이크 파이어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,7.0,3.0,322.0,2.36,2.0,,6.0,"한 남자와 사랑에 빠진 여인 X 한 여자를 게임의 세계로 초대한 남자
자신이 일하는 레스토랑에 일자리를 달라고 당당히 요구하는 남자 아벨과 우연처럼 만난 엘라는 자유롭고 어딘지 위험해 보이는 아벨에게 운명처럼 강렬한 끌림을 느낀다.
한 남자를 끝까지 믿고 싶은 바보 같은 여인 X 한 여자를 지독히도 이용한 나쁜 새끼
마치 계획된 것처럼 아벨에게 이끌려 게임의 세계에 발을 들인 엘라는 시간이 갈수록 아벨의 모든 것에 중독된다. 
자신의 모든 것을 잃더라도 사랑을 지키고 싶었던 엘라는 자신을 이용한 아벨의 뒤를 쫓게 되는데…","그 사랑, 안 부럽다만",프렌치 홍콩누아르. 뜨겁게 달린다,,,,,,,,,
MM1000245384,라이딩 업힐,영화 라이딩 업힐,라이딩 업힐,,,,Riding Uphill,20190628.0,,20190627.0,12세 관람가,N,일본,,,,,드라마,어드벤처,,,,,,,,(주)드림팩트엔터테인먼트 ,,,MP1000007684,에구치 칸,감독(연출),라이딩 업힐,,,,,,MP0000103121,하카타 하나마루,주연,라이딩 업힐,,,,,,,,,,,,,,,,,,,,,MP1000007835,아베 켄이치,주연,라이딩 업힐,,,,,,,,,,,,,,,,,,,,,MP1000007836,후쿠야마 쇼다이,주연,라이딩 업힐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,4.0,3.0,25.0,2.36,,,,"레이스가 아니라 지금 나의 인생이다!
술과 도박에 빠져 방황하던 전직 야구선수, 모두의 우려 속에 경륜학교에 입학을 하게 된다.
새파랗게 어린 선수 사이에서 뒤처지는 것은 물론, 코치 조차 포기하라고 무시당하기 일쑤이다.
하지만 아들 앞에서 떳떳한 아빠가 되기 위해선 이 레이스를 무사히 마쳐야만 하는데...
마지막 도전, 다시 한번 달린다!",,,,,,,,,,,
MM1000350769,걸작,영화 걸작,,,,,MASTERPIECE,20190701.0,,20200305.0,12세 관람가,N,대한민국,,,,,드라마,코미디,,,,,,,,(주)씨엠닉스 ,,,MP1000014600,최진욱,감독(연출),갈까부다,걸작,,,,,MP1000014600,최진욱,주연,갈까부다,걸작,,,,,,,,,,,,,,,,,,,,MP1000014601,주남정,주연,갈까부다,걸작,,,,,,,,,,,,,,,,,,,,MP1000014602,김명건,주연,갈까부다,걸작,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,12.0,2.83,,,,"35살의 배우 지망생 진욱. 
그의 부인 소영은 진욱의 꿈을 뒷바라지하며 오랜 시간을 기다리지만 경제적 능력이 부족한 진욱에게 점점 지쳐만 간다.
그러던 중 진욱에게 영화 출연 기회가 찾아오지만 그 기회마저 무산된다.
결국 진욱은 자신이 직접 영화를 만들기로 결심하고 대학 선ㆍ후배들을 모아 영화를 만든다. 
제작비 마련을 위해 소영 몰래 청약을 해지하고 삼류 영화인들이 모여 영화를 만들던 중 청약을 해지한 사실을 알게된 소영이 현장에 찾아와 초토화 시킨다. 
엎친 데 덮친 격으로 진욱의 실수로 외장하드에 저장되어 있던 모든 사운드 파일들이 날아간다. 
‘걸작’을 포기할 수 없던 진욱은 남은 파일로 무성영화를 완성한다.",,,,,,,,,,,
MM1000248467,생사결,영화 생사결 2017,생사결,,,,The Brink,20190701.0,,20191202.0,19세 관람가,N,중국,홍콩,,,,액션,스릴러,,,,,,,,,,,MP1000007925,이자준,감독(연출),생사결,,,,,,MP0000002378,여문락,주연,생사결,손오공,,,,,,,,,,,,,,,,,,,,MP0000101424,문영산,주연,생사결,아무도 잠들지 마라,,,,,,,,,,,,,,,,,,,,MP0000106308,장진,주연,생사결,엽문 외전,퍼시픽 림: 업라이징,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,8.0,1.0,77.0,3.77,,,,"악명 높은 강력계 형사 동은 금괴를 밀수하던 쳉의 조직을 일망타진하지만 정작 두목인 쳉은 놓치고 만다. 
그를 체포하기 위해 수사망을 좁히던 동은 쳉이 삼합회의 보스 블랙키와 깊이 연루되어 있다는 것을 알게 된다. 
홍콩이 오랜만에 소개하는 고품격 액션 스릴러.
",,,,,,,,,,,
MM1000260823,컨저링 하우스,컨저링 하우스,컨저링하우스,,,,Hide in the light,20190701.0,,20190718.0,15세 관람가,N,미국,,,,,스릴러,공포(호러),,,,,,,,(주)소나무픽쳐스,,,MP1000008291,미키 맥그래거,감독(연출),컨저링 하우스,,,,,,MP0000032060,클레이튼 스니더,주연,컨저링 하우스,,,,,,,,,,,,,,,,,,,,,MP0000054025,제시 제임스,주연,컨저링 하우스,,,,,,,,,,,,,,,,,,,,,MP1000008292,데이비드 케이,조연,컨저링 하우스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,7.0,2.0,3.0,2.33,,,,"한 무리의 도시 탐험가들은 언뜻 보기에도 낡고 아무도 살 것 같지 않은 버려진 고아원에 침입한다. 
고아원에 들어선 순간부터 느껴지는 불길한 기운! 
그들은 한 소녀가 자신들을 노리고 있음을 알아차린다. 
이제 탐험가들의 목숨을 건 어둠 속 게임이 시작된다.
",,,,,,,,,,,
MM1000266003,쿵푸 파이터,영화 쿵푸 파이터,,,,,innerself,20190701.0,,20190725.0,15세 관람가,N,미국,,,,,액션,코미디,,,,,,,,,,,MP1000008529,조니 우,감독(연출),쿵푸 파이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1.0,1.0,0.0,0.0,,,,"27년 간 외톨이로 지내온 에드는 늘 자신을 괴롭히던 션에게 복수하겠다고 결심한다. 
언제나 동경만 하던 쿵푸를 직접 배우기 위해 은둔 고수를 찾아간 에드! 
과연 그는 쿵푸 마스터로 거듭나 자신의 복수를 끝마칠 수 있을까. 
이제 쿵푸의 액션 역사가 다시 쓰여진다.",,,,,,,,,,,
MM1000302817,스파이더맨: 파 프롬 홈,스파이더맨 파프롬홈,파프롬홈,스파이더맨,,,Spider-Man: Far From Home,20190702.0,8021070.0,20190911.0,12세 관람가,N,미국,,,,,액션,코미디,어드벤처,SF,히어로,,,,,소니픽처스코리아 ,,,MP0000150679,존 왓츠,감독(연출),스파이더맨: 파 프롬 홈,스파이더맨: 홈커밍,,,,,MP0000108892,사무엘 L. 잭슨,주연,라스트 풀 메저,쿠엔틴 타란티노 8,스파이더맨: 파 프롬 홈,어벤져스: 엔드게임,캡틴 마블,글래스,인크레더블 2,인크레더블 2 디지털 특별판,어벤져스: 인피니티 워,아이 엠 낫 유어 니그로,킬러의 보디가드,콩: 스컬 아일랜드,트리플 엑스 리턴즈,,,,,,,,,MP0000150574,톰 홀랜드,주연,스파이 지니어스,닥터 두리틀,커런트 워,스파이더맨: 파 프롬 홈,어벤져스: 엔드게임,필그리미지,어벤져스: 인피니티 워,잃어버린 도시 Z,스파이더맨: 홈커밍,,,,,,,,,,,,,MP0000161411,젠다야 콜맨,주연,스파이더맨: 파 프롬 홈,구스 베이비,위대한 쇼맨,위대한 쇼맨,스파이더맨: 홈커밍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,25313.0,992.0,112398.0,3.6,7.0,7.0,6.5,"모든 것이 다시 시작된다!

엔드게임 이후 변화된 세상,
스파이더맨 피터 파커는 학교 친구들과 유럽 여행을 떠나게 된다.
그런 그의 앞에 닉 퓨리가 등장해 도움을 요청하고 정체불명의 조력자 ‘미스테리오’까지 합류하게 되면서 전 세계를 위협하는 새로운 빌런 엘리멘탈과 맞서야만 하는 상황에 놓이게 되는데…

GROWN UP 스파이더맨!
다정한 이웃에서 세상을 구할 히어로로 돌아오다!",아이언맨 팔이 안 하던 때가 그립다,제2의 아이언맨으로 임명하겠다는 마블의 의지,"집 떠나면 고생, 고생 끝에 성장 온다","톰 홀랜드표 스파이더의 성장, 흐뭇하게 지켜보는 중",,,,,,,
MM1000263927,13년의 공백,13년의 공백,,,,,blank 13,20190704.0,1142.0,20190722.0,12세 관람가,N,일본,,,,,드라마,가족,,,,,,,,(주)영화사 그램 , (주)디오시네마 ,,MP0000098398,사이토 타쿠미,감독(연출),13년의 공백,평일 오후 3시의 연인,우리가족: 라멘샵,리:본,,,MP0000091342,릴리 프랭키,주연,13년의 공백,라플라스의 마녀,어느가족,아름다운 별,아버지와 이토씨,,,,,,,,,,,,,,,,,MP0000098398,사이토 타쿠미,주연,13년의 공백,평일 오후 3시의 연인,우리가족: 라멘샵,리:본,,,,,,,,,,,,,,,,,,MP0000098709,타카하시 잇세이,주연,9월의 사랑과 만날때까지,13년의 공백,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,21.0,4.0,499.0,3.07,3.0,,6.67,"“아버지가 너무 싫습니다. 그런데, 조금은 좋아하는 것 같기도 합니다.”
담배를 사러 다녀 오겠다는 아버지는 그렇게 돌아오지 않았다.
엄마는 아버지 대신 일을 나가고, 형은 엄마 대신 내 도시락을 준비했다.
원망과 그리움이 한 데 섞인 13년이 흐른 지금, 아버지와의 틈을 메우지 못한 채 아주 오랜만에 그를 마주한다.",멋진 배우의 사랑스러운 연출 데뷔,야속하고 짓궂고 따뜻한 당신,진지하게 웃긴 다음 성찰하게 만드는 놀라운 내공,,,,,,,,
MM1000260661,갤버스턴,갤버스턴,,,,,Galveston,20190704.0,2013.0,20190712.0,15세 관람가,N,미국,,,,,드라마,범죄,,,,,,,,(주)삼백상회,,,MP0000033199,멜라니 로랑,감독(연출),화이트 라이언 찰리,갤버스턴,몽 가르송,다이빙: 그녀에 빠지다,내일,이터너티,MP0000000754,보 브리지스,조연,갤버스턴,,,,,,,,,,,,,,,,,,,,,MP0000002328,엘르 패닝,주연,레이니 데이 인 뉴욕,말레피센트 2,틴 스피릿,갤버스턴,메리 셸리: 프랑켄슈타인의 탄생,우리의 20세기,매혹당한 사람들,,,,,,,,,,,,,,,MP0000008355,벤 포스터,주연,갤버스턴,몬태나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,465.0,42.0,1314.0,2.95,3.0,7.0,5.5,"지옥 속을 살고 있는 ‘로이’(벤 포스터)는 한 사건을 계기로  지옥에서 벗어나고 싶어하는 소녀 ‘록키’(엘르 패닝)를 만난다.
로이는 유독 자신의 눈빛을 닮은 록키에게 희망을 선물하고 싶지만, 록키의 동생 '티파니'와 관련된 비밀이 밝혀지면서 셋은 점점 위험한 상황에 빠지게 되는데…
세상의 끝 마지막 낙원, 갤버스턴. 로이와 록키는 과거의 족쇄를 끊을 수 있을까?",누구에게나 ‘위대한 유산’은 있다,짚신에 왁스칠,,,,,,,,,
MM1000322137,동명이인 프로젝트 시즌2,동명이인 프로젝트 시즌2,동명이인 프로젝트 2,동명이인 프로젝트,,,TWO PERSON AT THE SAME TOWN SE2,20190704.0,130.0,20191024.0,12세 관람가,N,대한민국,,,,,드라마,가족,,,,,올드웨일,,,올드웨일,,,MP0000156969,이경원,감독(연출),동명이인 프로젝트 시즌2,,,,,,MP1000011918,황인철,주연,동명이인 프로젝트 시즌2,,,,,,,,,,,,,,,,,,,,,MP1000011919,홍지우,주연,동명이인 프로젝트 시즌2,,,,,,,,,,,,,,,,,,,,,MP1000011920,윤세현,주연,동명이인 프로젝트 시즌2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,2.0,0.0,27.0,2.67,,,,"어느 동네, 두사람의 이야기' 라는 컨셉으로, 매년 제작되는 옴니버스 장편 프로젝트.	
동명이인 프로젝트 시즌2 
주인이세요 : 그는 자전거 중고거래를 하기 위해 만난 그녀가 마음에 든다. 
순천행 기차 : 무궁화호 카페칸에 앉은 그녀는 자신에게 말을 거는 그가 의심스럽다. 
요나의 정원 : 성당에서 만난 보험판매원은 그와 그녀에 대해 너무 많은 것을 알고있다. 
거장과 함께라면 : 그녀는 그날 밤 다시 없을 혼신의 연기를 선보인다. 
어제의 일들 : 그와 그녀는 어제처럼 놀이터에서 스무고개를 시작한다. 
모르는 연인들 : 사람들은 그와 그녀가 왠지 닮았다고 말했다.",,,,,,,,,,,
MM1000251079,머메이드: 죽음의 호수,머메이드 죽음의 호수,,,,,THE MERMAID : LAKE OF THE DEAD,20190704.0,,20190704.0,15세 관람가,N,러시아,,,,,드라마,공포(호러),,,,,,,,(주)엔케이컨텐츠,,,MP0000158568,스브야토슬라브 포드가에브스키,감독(연출),머메이드: 죽음의 호수,,,,,,MP1000008038,빅토리아 아갈라코바,주연,머메이드: 죽음의 호수,,,,,,,,,,,,,,,,,,,,,MP1000008039,에핌 페트루닌,주연,머메이드: 죽음의 호수,,,,,,,,,,,,,,,,,,,,,MP1000008040,소피아 쉬들롭스카야,주연,머메이드: 죽음의 호수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,3.0,2.0,52.0,1.53,,,,"악몽 처럼 매일 밤 들려오는 인어의 속사임…인어의 저주가 시작된다.	
매일 밤 들려오는 인어의 속사임.
결혼을 앞둔 로마는 친구들이 마련해준 결혼 기념 파티를 마다하고 혼자 인적 드문 호숫가로 수영을 하러 간다.
그곳에서 어떤 낯선 여자를 만나게 된 로마. 
러시아에선 오랜 옛날부터 호수에서 익사해 자살한 젊은 여성은 인어가 된다는 전설이 있다. 
그리고 그녀가 바로 전설의 인어였던 것이다. 
인어는 로마를 자기 것으로 만들려 하고, 약혼녀 마리나는 인어로부터 그를 지키려고 한다. 
잔인한 인어에게서 벗어날 유일한 방법은 가장 사랑하는 사람을 건네주는 것뿐인데…",,,,,,,,,,,
