mv_id|title|like_mean_2|like_sum_2|dislike_mean_2|dislike_sum_2|like_mean_3|like_sum_3|dislike_mean_3|dislike_sum_3|like_sum_total|dislike_sum_total
mv20190101001|언니|13.128708901363272|32743.0|5.908179631114675|14735.0|1.79136690647482|498.0|1.9280575539568345|536.0|33241|15271
mv20190103001|데드풀 2: 순한맛|14.568181818181818|1282.0|2.715909090909091|239.0|5.625|45.0|1.875|15.0|1327|254
mv20190103002|레인보우: 나의 사랑|3.5833333333333335|43.0|1.4166666666666667|17.0|||||0|0
mv20190103003|레토|2.30188679245283|610.0|0.9811320754716981|260.0|0.39473684210526316|15.0|0.39473684210526316|15.0|625|275
mv20190103004|미션 이스탄불 5: 더 파이널|||||||||0|0
mv20190103005|주먹왕 랄프 2: 인터넷 속으로|5.5168091168091165|19364.0|1.2487179487179487|4383.0|0.42857142857142855|141.0|0.13069908814589665|43.0|19505|4426
mv20190104001|아이스브레이커|||||||||0|0
mv20190109001|그린 북|11.49779541446208|26077.0|0.37213403880070545|844.0|0.6028131279303416|900.0|0.12793034159410582|191.0|26977|1035
mv20190109002|내안의 그놈|10.519634703196347|92152.0|3.972945205479452|34803.0|4.6529284164859|4290.0|3.631236442516269|3348.0|96442|38151
mv20190109003|말모이|6.776681773749223|76258.0|1.9034035368346218|21419.0|1.7567024128686326|2621.0|1.2560321715817695|1874.0|78879|23293
mv20190110001|극장판 공룡메카드: 타이니소어의 섬|0.33923778851315084|632.0|0.21846484165324745|407.0|0.08|2.0|0.0|0.0|634|407
mv20190110002|돈 겟 아웃!|||||||||0|0
mv20190110003|디스 크레이지 하트|||||||||0|0
mv20190110004|리지|||||||||0|0
mv20190110005|빌리어네어 보이즈클럽|6.075949367088608|960.0|2.4367088607594938|385.0|0.08333333333333333|1.0|0.0|0.0|961|385
mv20190110006|사무라이-검신 주베에|||||||||0|0
mv20190110007|신 배틀로얄:극악 소년원|||||||||0|0
mv20190110008|신 배틀로얄:극악 소년원 2|||||||||0|0
mv20190110009|완벽한 그녀의 비밀|1.75|7.0|2.0|8.0|2.0|2.0|0.0|0.0|9|8
mv20190110010|요코하마 갱스터|||||||||0|0
mv20190111001|아스트로: 우주전쟁|1.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|2|0
mv20190116001|구스 베이비|3.6893203883495147|760.0|0.8932038834951457|184.0|1.3|13.0|0.4|4.0|773|188
mv20190116002|그대 이름은 장미|6.139605462822458|4046.0|3.849772382397572|2537.0|0.59375|38.0|0.09375|6.0|4084|2543
mv20190116003|미래의 미라이|7.5578512396694215|5487.0|3.4738292011019283|2522.0|0.5238095238095238|33.0|0.20634920634920634|13.0|5520|2535
mv20190116004|언더독|8.865280289330922|9805.0|0.7025316455696202|777.0|3.6129032258064515|336.0|1.2043010752688172|112.0|10141|889
mv20190116005|왕이 될 아이|2.098901098901099|382.0|0.7967032967032966|145.0|0.5909090909090909|13.0|0.3181818181818182|7.0|395|152
mv20190116006|쿠르스크|13.396313364055299|2907.0|4.433179723502304|962.0|0.9583333333333334|46.0|1.2083333333333333|58.0|2953|1020
mv20190117001|글래스|5.541396688264939|15394.0|3.152267818574514|8757.0|1.4848484848484849|49.0|1.696969696969697|56.0|15443|8813
mv20190117002|더 서치|3.909090909090909|43.0|1.1818181818181819|13.0|1.0|2.0|0.0|0.0|45|13
mv20190117003|디 엔드?|3.0|15.0|5.8|29.0|2.5|5.0|2.5|5.0|20|34
mv20190117004|메이트|||||||||0|0
mv20190117005|언싱커블|||||||||0|0
mv20190117006|우행록: 어리석은 자의 기록|5.8979591836734695|578.0|1.8061224489795917|177.0|1.0666666666666667|16.0|0.7333333333333333|11.0|594|188
mv20190117007|일일시호일|1.3789473684210527|786.0|0.21578947368421053|123.0|0.05343511450381679|7.0|0.015267175572519083|2.0|793|125
mv20190117008|창간호|7.3478260869565215|169.0|2.0|46.0|2.0|8.0|2.25|9.0|177|55
mv20190123001|극한직업|5.417246580054507|204734.0|2.49453602518985|94276.0|2.5775981068822715|13071.0|2.5730625123249853|13048.0|217805|107324
mv20190123002|두 번째 여름, 두 번 다시 만날 수 없는 너|2.8666666666666667|43.0|1.9333333333333333|29.0|||||0|0
mv20190123003|몬스터파크|1.699248120300752|226.0|1.0451127819548873|139.0|0.0|0.0|0.0|0.0|226|139
mv20190123004|크리미널 게임: 보석 사기단|5.6923076923076925|148.0|6.653846153846154|173.0|||||0|0
mv20190123005|행맨|3.466666666666667|52.0|4.6|69.0|2.0|2.0|2.0|2.0|54|71
mv20190124001|가버나움|9.057046979865772|13495.0|0.4791946308724832|714.0|0.4074585635359116|295.0|0.0925414364640884|67.0|13790|781
mv20190124002|데들리 스토커|||||||||0|0
mv20190124003|베스와 베라|8.841059602649006|1335.0|3.1456953642384105|475.0|1.5789473684210527|30.0|0.8947368421052632|17.0|1365|492
mv20190124004|아이 킬 자이언츠|||||||||0|0
mv20190124005|얼굴들|6.190476190476191|130.0|3.619047619047619|76.0|2.7142857142857144|19.0|1.8571428571428572|13.0|149|89
mv20190124006|파이널리스트|2.0285714285714285|71.0|0.22857142857142856|8.0|0.75|3.0|0.0|0.0|74|8
mv20190124007|하트스트링스|2.6666666666666665|8.0|0.0|0.0|1.0|1.0|0.0|0.0|9|0
mv20190129001|트라이아스기 월드: 잃어버린 세계|||||||||0|0
mv20190130001|고검기담: 소명신검의 부활|3.2916666666666665|79.0|3.875|93.0|||||0|0
mv20190130002|드래곤 길들이기 3|3.839936608557845|12115.0|0.4735340729001585|1494.0|0.2|44.0|0.12727272727272726|28.0|12159|1522
mv20190130003|뺑반|13.17463574799918|128400.0|8.876769956905397|86513.0|2.704939919893191|2026.0|2.4072096128170895|1803.0|130426|88316
mv20190130004|이월|7.4|259.0|1.6285714285714286|57.0|2.2222222222222223|20.0|0.3333333333333333|3.0|279|60
mv20190131001|jk닌자걸스|||||||||0|0
mv20190131002|극장판 헬로카봇: 옴파로스 섬의 비밀|0.5448884276076803|1050.0|0.11053450960041515|213.0|0.0|0.0|0.0|0.0|1050|213
mv20190131003|우리가족: 라멘샵|1.360655737704918|83.0|0.819672131147541|50.0|0.0|0.0|1.0|2.0|83|52
mv20190205001|시인 할매|7.136752136752137|835.0|0.1452991452991453|17.0|0.8571428571428571|6.0|0.0|0.0|841|17
mv20190205002|알리타: 배틀 엔젤|6.960828931328728|85653.0|3.067208451848842|37742.0|4.0703125|1042.0|1.80078125|461.0|86695|38203
mv20190205003|툼 인베이더|1.0|6.0|0.0|0.0|||||0|0
mv20190206001|레고 무비 2|3.31055900621118|1066.0|1.0838509316770186|349.0|0.23529411764705882|4.0|0.4117647058823529|7.0|1070|356
mv20190207001|사랑은 비가 갠 뒤처럼|8.712230215827338|2422.0|2.9964028776978417|833.0|1.2903225806451613|40.0|0.16129032258064516|5.0|2462|838
mv20190207002|아이스|||||||||0|0
mv20190207003|일진3|||||||||0|0
mv20190207004|챔피언스|2.7857142857142856|39.0|2.642857142857143|37.0|||||0|0
mv20190207005|콜드 워|2.1327433628318584|482.0|0.911504424778761|206.0|0.6578947368421053|25.0|0.39473684210526316|15.0|507|221
mv20190213001|기묘한 가족|11.936552696510399|33864.0|7.204441311244272|20439.0|3.1363636363636362|621.0|2.2676767676767677|449.0|34485|20888
mv20190213002|신밧드와 마법 양탄자|1.28125|41.0|1.625|52.0|||||0|0
mv20190213003|증인|9.254779806659506|86162.0|3.192373791621912|29721.0|2.1293103448275863|3211.0|2.5517241379310347|3848.0|89373|33569
mv20190214001|닥터 킬러 패밀리|1.0|2.0|2.5|5.0|1.0|2.0|1.5|3.0|4|8
mv20190214002|도쿄의 밤하늘은 항상 가장 짙은 블루|1.7845303867403315|323.0|1.1988950276243093|217.0|2.4074074074074074|65.0|0.9629629629629629|26.0|388|243
mv20190214003|드래곤볼 슈퍼: 브로리|4.816647919010124|4282.0|1.0078740157480315|896.0|2.576923076923077|67.0|1.7307692307692308|45.0|4349|941
mv20190214004|러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우|5.187755102040816|1271.0|2.836734693877551|695.0|3.2142857142857144|90.0|1.2142857142857142|34.0|1361|729
mv20190214005|메리 포핀스 리턴즈|4.3496391339214115|5424.0|2.157177225340818|2690.0|1.7804878048780488|73.0|1.024390243902439|42.0|5497|2732
mv20190214006|메리, 퀸 오브 스코틀랜드|||||||||0|0
mv20190214007|명탐정 코난:전율의 악보|5.37037037037037|725.0|4.45925925925926|602.0|3.6923076923076925|48.0|3.769230769230769|49.0|773|651
mv20190214008|타임 워프 워|1.1538461538461537|30.0|1.3461538461538463|35.0|1.0|2.0|0.5|1.0|32|36
mv20190214009|해피 데스데이 2 유|6.0959684487291845|13911.0|2.0521472392638036|4683.0|1.3258928571428572|297.0|1.0892857142857142|244.0|14208|4927
mv20190214010|해피니스 로드|||||||||0|0
mv20190214011|험악한 꿈|4.181818181818182|46.0|6.090909090909091|67.0|1.5|3.0|0.0|0.0|49|67
mv20190218001|5 솔저스|||||||||0|0
mv20190219001|치트 더 행맨|0.0|0.0|0.0|0.0|||||0|0
mv20190219002|포 핸즈|0.0|0.0|0.0|0.0|||||0|0
mv20190220001|모험왕 블링키|1.1111111111111112|40.0|1.1944444444444444|43.0|||||0|0
mv20190220002|사바하|12.420778217630588|128642.0|6.260500144829584|64840.0|1.9235474006116209|2516.0|1.620795107033639|2120.0|131158|66960
mv20190220003|신데렐라:마법 반지의 비밀|1.426556991774383|1214.0|0.8249118683901293|702.0|0.21428571428571427|3.0|0.0|0.0|1217|702
mv20190220004|콜드 체이싱|6.879934210526316|4183.0|4.521381578947368|2749.0|1.3333333333333333|12.0|0.6666666666666666|6.0|4195|2755
mv20190221001|CCTV: 은밀한 시선|||||||||0|0
mv20190221002|더 페이버릿: 여왕의 여자|6.319644079397673|9233.0|1.894592744695414|2768.0|0.7428571428571429|182.0|0.9510204081632653|233.0|9415|3001
mv20190221003|마지막 8월 어느 기념비의 이야기|0.0|0.0|1.0|2.0|||||0|0
mv20190221004|살인마 잭의 집|12.640127388535031|3969.0|4.560509554140127|1432.0|1.9714285714285715|69.0|2.057142857142857|72.0|4038|1504
mv20190221005|허비 행콕: 무한한 가능성|1.9|38.0|0.1|2.0|1.0|2.0|0.0|0.0|40|2
mv20190223001|에이리언 어택 2019|||||||||0|0
mv20190225001|엽문 외전|||||||||0|0
mv20190227001|더 와이프|3.900414937759336|940.0|1.7302904564315353|417.0|2.0425531914893615|96.0|1.8085106382978724|85.0|1036|502
mv20190227002|래미의 초특급 시간여행|1.894736842105263|36.0|0.5263157894736842|10.0|||||0|0
mv20190227003|빠삐용|5.679324894514768|1346.0|1.5527426160337552|368.0|0.6190476190476191|13.0|0.5714285714285714|12.0|1359|380
mv20190227004|슈퍼미니 2|2.1123595505617976|188.0|1.404494382022472|125.0|0.0|0.0|0.0|0.0|188|125
mv20190227005|어쩌다, 결혼|9.466666666666667|8236.0|5.611494252873563|4882.0|1.9090909090909092|105.0|1.6545454545454545|91.0|8341|4973
mv20190227006|옷코는 초등학생 사장님!|5.485714285714286|384.0|1.4428571428571428|101.0|1.0|2.0|0.0|0.0|386|101
mv20190227007|자전차왕 엄복동|20.204630079326535|124804.0|8.748259672980412|54038.0|2.6482758620689655|1152.0|2.250574712643678|979.0|125956|55017
mv20190227008|칠곡 가시나들|7.809815950920245|2546.0|3.003067484662577|979.0|0.13333333333333333|4.0|0.3|9.0|2550|988
mv20190227009|퍼미션|3.6333333333333333|109.0|2.6333333333333333|79.0|1.6666666666666667|5.0|0.3333333333333333|1.0|114|80
mv20190227010|항거: 유관순 이야기|9.043253489574358|52478.0|3.1147682233327587|18075.0|1.2879746835443038|407.0|1.9525316455696202|617.0|52885|18692
mv20190228001|600결사대|||||||||0|0
mv20190228002|국경의 왕|4.557377049180328|278.0|4.032786885245901|246.0|2.5555555555555554|23.0|0.8888888888888888|8.0|301|254
mv20190228003|실화: 숨겨진 비밀|4.4|66.0|3.2666666666666666|49.0|10.0|20.0|5.5|11.0|86|60
mv20190306001|캡틴 마블 : 예고편 |||||||||0|0
mv20190307001|각자의 미식|||||||||0|0
mv20190307002|나는 다른 언어로 꿈을 꾼다|1.205128205128205|47.0|1.8461538461538463|72.0|0.5555555555555556|5.0|0.4444444444444444|4.0|52|76
mv20190307003|내가 사는 세상|6.711111111111111|302.0|6.666666666666667|300.0|3.0|9.0|2.3333333333333335|7.0|311|307
mv20190307004|리노|1.015625|65.0|0.25|16.0|0.0|0.0|1.0|1.0|65|17
mv20190307005|브라더 오브 더 이어|6.078431372549019|310.0|0.7254901960784313|37.0|||||0|0
mv20190307006|타임 트랩 킬러|1.0|2.0|0.5|1.0|||||0|0
mv20190314001|1919 유관순|7.122137404580153|1866.0|2.9885496183206106|783.0|1.0|9.0|2.111111111111111|19.0|1875|802
mv20190314002|라스트 미션|||||||||0|0
mv20190314003|무법자 난공불락 대열차|0.0|0.0|0.3333333333333333|2.0|||||0|0
mv20190314004|미결처리반 Q 4: 순수의 배신|||||||||0|0
mv20190314005|봄은 온다|2.0|6.0|4.0|12.0|||||0|0
mv20190314006|숲속왕국의 꿀벌 여왕|0.3548387096774194|22.0|0.16129032258064516|10.0|0.0|0.0|0.0|0.0|22|10
mv20190314007|아사코|6.483076923076923|2107.0|2.4707692307692306|803.0|1.935483870967742|60.0|0.45161290322580644|14.0|2167|817
mv20190314008|에브리타임 룩 앳 유|5.333333333333333|192.0|1.3055555555555556|47.0|0.75|3.0|1.0|4.0|195|51
mv20190314009|엔젤페이스|3.25|52.0|0.3125|5.0|||||0|0
mv20190314010|이스케이프 룸|6.2366628830874005|10989.0|1.5051078320090805|2652.0|0.5892857142857143|165.0|0.3464285714285714|97.0|11154|2749
mv20190314011|질투의 역사|5.694117647058824|484.0|4.435294117647059|377.0|1.6|8.0|0.8|4.0|492|381
mv20190314012|철벽선생|6.972222222222222|1255.0|3.0444444444444443|548.0|0.8157894736842105|31.0|0.5|19.0|1286|567
mv20190314013|히치하이크|10.173913043478262|234.0|4.6521739130434785|107.0|2.2|11.0|3.6|18.0|245|125
mv20190319001|몽 가르송|||||||||0|0
mv20190320001|돈|7.690042573320719|65027.0|4.198557237464522|35503.0|2.31438127090301|2076.0|1.6666666666666667|1495.0|67103|36998
mv20190320002|악질경찰|9.793820558526441|16483.0|7.505050505050505|12631.0|2.0|1878.0|1.5420660276890308|1448.0|18361|14079
mv20190320003|우상|9.126335346028798|19649.0|4.346493265211333|9358.0|1.0315315315315314|229.0|1.3243243243243243|294.0|19878|9652
mv20190321001|데스티네이션 콘트롤|||||||||0|0
mv20190321002|무서운 이야기 : 오두막의 악마|||||||||0|0
mv20190321003|양지의 그녀|3.7510373443983402|904.0|3.4730290456431536|837.0|1.2857142857142858|18.0|2.7142857142857144|38.0|922|875
mv20190321004|원네이션|2.357142857142857|99.0|1.4761904761904763|62.0|0.5|2.0|0.25|1.0|101|63
mv20190321005|정글북: 마법 원정대|0.78125|50.0|0.78125|50.0|0.0|0.0|0.0|0.0|50|50
mv20190325001|울프 SWAT|||||||||0|0
mv20190326001|쿵푸 워리어|||||||||0|0
mv20190327001|강변호텔|12.610810810810811|2333.0|7.091891891891892|1312.0|6.534883720930233|281.0|3.2093023255813953|138.0|2614|1450
mv20190327002|더 길티|5.963541666666667|1145.0|2.65625|510.0|1.1875|19.0|1.0625|17.0|1164|527
mv20190327003|덤보|2.9921976592977892|4602.0|0.5494148244473342|845.0|0.23529411764705882|8.0|0.5|17.0|4610|862
mv20190327004|방문객|2.0|6.0|0.0|0.0|||||0|0
mv20190327005|선희와 슬기|9.767441860465116|420.0|10.465116279069768|450.0|3.111111111111111|28.0|7.777777777777778|70.0|448|520
mv20190327006|썬키스 패밀리|8.056300268096514|3005.0|3.935656836461126|1468.0|2.433333333333333|73.0|1.1333333333333333|34.0|3078|1502
mv20190327007|아틱|||||||||0|0
mv20190327008|어스|6.6275854440880435|59920.0|3.543413339232386|32036.0|1.6525974025974026|509.0|1.3896103896103895|428.0|60429|32464
mv20190327009|장난스런 키스|9.40735146022155|18683.0|1.6852970795568982|3347.0|1.1488372093023256|247.0|0.7209302325581395|155.0|18930|3502
mv20190327010|콜레트|5.697270471464019|2296.0|1.466501240694789|591.0|0.6190476190476191|26.0|0.5476190476190477|23.0|2322|614
mv20190328001|루스 베이더 긴즈버그: 나는 반대한다|7.2846153846153845|947.0|4.430769230769231|576.0|2.4444444444444446|44.0|2.8333333333333335|51.0|991|627
mv20190328002|심장소리|2.5|5.0|7.5|15.0|0.0|0.0|2.0|2.0|5|17
mv20190328003|출동! 도토리 구조대|1.3928571428571428|39.0|0.25|7.0|||||0|0
mv20190403001|고릴라와 슈퍼레이스|1.2272727272727273|27.0|0.5|11.0|||||0|0
mv20190403002|로망|11.510538641686182|4915.0|0.9695550351288056|414.0|1.9230769230769231|125.0|0.06153846153846154|4.0|5040|418
mv20190403003|생일|14.486704746897773|73549.0|12.208193815245224|61981.0|4.3937360178970915|1964.0|4.6375838926174495|2073.0|75513|64054
mv20190403004|샤잠!|7.976931052358735|30775.0|5.109642301710731|19713.0|0.3168831168831169|122.0|0.5532467532467532|213.0|30897|19926
mv20190403005|아픈 만큼 사랑한다|5.185840707964601|586.0|0.46017699115044247|52.0|1.4444444444444444|13.0|0.0|0.0|599|52
mv20190404001|나의 작은 시인에게|4.405405405405405|652.0|0.49324324324324326|73.0|2.6363636363636362|29.0|0.8181818181818182|9.0|681|82
mv20190404002|막다른 골목의 추억|5.666666666666667|510.0|3.7222222222222223|335.0|0.8571428571428571|12.0|1.3571428571428572|19.0|522|354
mv20190404003|스마트폰을 떨어뜨렸을 뿐인데|||||||||0|0
mv20190404004|예수보다 낯선|4.076923076923077|53.0|1.6923076923076923|22.0|1.0|8.0|1.0|8.0|61|30
