movie_nm|ogroup|ti_mean|ti_min|ti_max
9월의 사랑과 만날때까지|2|0.0052836666666666665|0.00225|0.01009
9월의 사랑과 만날때까지|3|0.0021893333333333335|0.00128|0.0042899999999999995
CCTV: 은밀한 시선|1|0.020136428571428566|0.00045|0.04654
CCTV: 은밀한 시선|2|0.003605333333333333|0.00075|0.00933
CCTV: 은밀한 시선|3|0.0008095652173913045|0.00037|0.0021
CIA 데빌헌터|1|0.0010545454545454545|0.00037|0.0033799999999999998
CIA 데빌헌터|2|0.009958666666666664|0.00195|0.02899
CIA 데빌헌터|3|0.0020666666666666667|0.00037|0.00602
jk닌자걸스|1|0.0010335714285714286|0.00037|0.00286
jk닌자걸스|2|0.002778666666666667|0.00075|0.007529999999999999
jk닌자걸스|3|0.0007158333333333335|0.00037|0.00263
가버나움|1|0.151337|0.028089999999999997|0.46979
가버나움|2|0.8709169999999999|0.39915|1.44516
가버나움|3|1.062055|0.21975999999999998|16.90938
가장 보통의 연애|1|1.8290426666666664|0.06996000000000001|40.81037
가장 보통의 연애|2|2.8114403333333327|0.71892|6.54327
가장 보통의 연애|3|0.5797|0.151|1.22472
가족이 되기까지|1|0.0020114285714285716|0.00067|0.00926
가족이 되기까지|2|0.0030849999999999996|0.00067|0.007379999999999999
가족이 되기까지|3|0.001194230769230769|0.00037|0.00225
각오는 됐나, 거기 여자|1|0.006449333333333334|0.00173|0.02553
각오는 됐나, 거기 여자|2|0.44126666666666664|0.02342|9.354519999999999
각오는 됐나, 거기 여자|3|0.021217333333333324|0.01099|0.05264
각자의 미식|1|0.0020247368421052636|0.0009|0.00451
각자의 미식|2|0.09115733333333333|0.015430000000000001|0.46557
각자의 미식|3|0.012294999999999997|0.00481|0.02997
갈까부다|1|0.0013708695652173914|0.00037|0.0038399999999999997
갈까부다|2|0.0033713333333333334|0.0012|0.00579
갈까부다|3|0.0008253333333333332|0.00037|0.00135
감염: 지구 최후의 날|2|0.0007087499999999999|0.00037|0.00165
감염: 지구 최후의 날|3|0.0003966666666666667|0.00037|0.00045
감쪽같은 그녀|1|0.545682|0.10829000000000001|2.28195
감쪽같은 그녀|2|2.230612666666667|0.25493000000000005|5.75565
감쪽같은 그녀|3|0.2774366666666667|0.1086|0.64376
강변호텔|1|0.21218299999999998|0.00286|4.907109999999999
강변호텔|2|0.07774466666666666|0.02086|0.2605
강변호텔|3|0.059569|0.01995|0.23776
갤버스턴|1|0.029012333333333327|0.0044399999999999995|0.06235
갤버스턴|2|0.06550199999999998|0.0122|0.33226999999999995
갤버스턴|3|0.012177666666666665|0.00579|0.02598
갱스터 파라다이스|1|0.0011768965517241381|0.00037|0.00361
갱스터 파라다이스|2|0.005976666666666669|0.0024|0.018369999999999997
갱스터 파라다이스|3|0.0014941379310344832|0.0006|0.0037600000000000003
건달티처|1|0.00964923076923077|0.00173|0.02922
건달티처|2|0.33209099999999997|0.06597|1.2504
건달티처|3|0.03197866666666667|0.01385|0.06695
걸작|1|0.010903666666666664|0.007529999999999999|0.01521
걸작|2|0.00925|0.00625|0.011890000000000001
걸작|3|0.007985|0.00625|0.00971
걸캅스|1|1.6029213333333332|0.35396|4.16137
걸캅스|2|8.491658333333334|1.18413|29.107840000000003
걸캅스|3|1.388041333333333|0.47536999999999996|5.25174
검은 여름|1|0.005507333333333334|0.0015|0.01468
검은 여름|2|0.007273333333333332|0.00391|0.01204
검은 여름|3|0.003408333333333334|0.0006|0.01257
겨울왕국 2|1|6.264737666666667|1.9753599999999998|20.18011
겨울왕국 2|2|23.430471|8.39587|60.542080000000006
겨울왕국 2|3|5.475032999999998|2.53056|10.57126
경계선|1|0.045248|0.0128|0.19701
경계선|2|0.15103899999999998|0.04865|0.5512
경계선|3|0.05675800000000001|0.02605|0.16666
계절과 계절 사이|1|0.02429866666666667|0.0012|0.09783
계절과 계절 사이|2|0.02867199999999999|0.0122|0.10152
계절과 계절 사이|3|0.006659999999999998|0.0030800000000000003|0.0186
고검기담: 소명신검의 부활|1|0.009037666666666666|0.0038399999999999997|0.03984
고검기담: 소명신검의 부활|2|0.08526600000000001|0.0189|0.5561
고검기담: 소명신검의 부활|3|0.014750666666666665|0.00805|0.02538
고골: 악령과의 전쟁|1|0.0008128571428571428|0.00037|0.00195
고골: 악령과의 전쟁|2|0.0030124|0.00037|0.01212
고골: 악령과의 전쟁|3|0.0004233333333333333|0.00037|0.00045
고릴라와 슈퍼레이스|1|0.00629448275862069|0.00075|0.02891
고릴라와 슈퍼레이스|2|0.029025000000000002|0.00112|0.19551
고릴라와 슈퍼레이스|3|0.0009057142857142856|0.00037|0.0024
고봉수 감독 단편선|2|0.0006628571428571428|0.00037|0.00135
고봉수 감독 단편선|3|0.00045|0.00045|0.00045
고양이 여행 리포트|1|0.13654633333333335|0.00948|2.52386
고양이 여행 리포트|2|0.10911299999999997|0.03705|0.29875999999999997
고양이 여행 리포트|3|0.022988000000000005|0.008879999999999999|0.04059
고질라: 킹 오브 몬스터|1|0.870332|0.23285999999999998|3.28556
고질라: 킹 오브 몬스터|2|2.201475|0.28505|16.01332
고질라: 킹 오브 몬스터|3|0.5804933333333334|0.24408000000000002|2.11559
고흐, 영원의 문에서|1|0.0025746666666666665|0.00067|0.00805
고흐, 영원의 문에서|2|0.012338666666666668|0.00512|0.0247
고흐, 영원의 문에서|3|0.0020966666666666677|0.00045|0.00466
공포의 묘지|1|0.4539103333333333|0.04616|1.9825099999999998
공포의 묘지|2|0.6441803333333335|0.04865|2.9361900000000003
공포의 묘지|3|0.22031333333333333|0.042089999999999995|1.55572
공포의 묘지: 망자의 저주|2|0.001969285714285714|0.00045|0.0045899999999999995
공포의 묘지: 망자의 저주|3|0.0012453571428571429|0.00045|0.00286
공포의 신생아실|2|0.006818|0.0005200000000000001|0.01461
공포의 신생아실|3|0.013176666666666666|0.00406|0.03343
광대들: 풍문조작단|1|0.4275553333333333|0.04428|1.6433099999999998
광대들: 풍문조작단|2|1.563016|0.17728|4.725
광대들: 풍문조작단|3|0.4755063333333332|0.13277|1.72976
교회오빠|1|0.05497966666666666|0.01935|0.27044
교회오빠|2|0.5741853333333337|0.14384|0.98749
교회오빠|3|0.21546533333333337|0.07153999999999999|3.23382
구스 베이비|1|0.10713366666666667|0.013330000000000002|0.48403
구스 베이비|2|0.259593|0.02485|1.0731899999999999
구스 베이비|3|0.04668399999999999|0.01581|0.18489
국경의 왕|1|0.005121724137931034|0.0006|0.02018
국경의 왕|2|0.01954033333333333|0.00873|0.06341000000000001
국경의 왕|3|0.0061536666666666675|0.00218|0.01378
굿 라이어|1|0.10073733333333333|0.0030800000000000003|0.39553
굿 라이어|2|0.18642766666666663|0.01551|0.81397
굿 라이어|3|0.24752366666666667|0.0543|2.55413
굿바이 마이 러브NK: 붉은 청춘|1|0.0056874074074074075|0.00037|0.02086
굿바이 마이 러브NK: 붉은 청춘|2|0.010862666666666666|0.0045899999999999995|0.02779
굿바이 마이 러브NK: 붉은 청춘|3|0.009291|0.00082|0.06137000000000001
굿바이 썸머|1|0.12364066666666668|0.027939999999999996|0.48846999999999996
굿바이 썸머|2|0.2866106666666666|0.034339999999999996|3.14548
굿바이 썸머|3|0.028571333333333327|0.01212|0.07696
귀권|1|0.002064615384615385|0.00037|0.01122
귀권|2|0.031802333333333335|0.00316|0.12916
귀권|3|0.004388333333333333|0.0009699999999999999|0.0192
귀신의 향기|1|0.009671666666666667|0.00105|0.06461
귀신의 향기|2|0.3258686666666667|0.079|1.5878
귀신의 향기|3|0.043475333333333324|0.01807|0.11688
그 옛날 집|1|0.00044500000000000003|0.00037|0.0005200000000000001
그 옛날 집|2|0.001049|0.00045|0.0021
그 옛날 집|3|0.0004700000000000001|0.00037|0.0005200000000000001
그것: 두 번째 이야기|1|0.09605133333333332|0.0006|0.40133
그것: 두 번째 이야기|2|0.9150906666666668|0.0045899999999999995|3.8000199999999995
그것: 두 번째 이야기|3|0.03693199999999998|0.00173|0.23021999999999998
그날은 오리라|1|0.0014176470588235291|0.00037|0.0042899999999999995
그날은 오리라|2|0.0016764000000000006|0.00037|0.0045899999999999995
그날은 오리라|3|0.000775|0.00037|0.00203
그녀들을 도와줘|1|0.007078333333333334|0.0009|0.03381
그녀들을 도와줘|2|0.028683999999999998|0.0049700000000000005|0.10565999999999999
그녀들을 도와줘|3|0.0038683333333333334|0.00203|0.00602
그대 이름은 장미|1|0.46645133333333333|0.04963|2.45796
그대 이름은 장미|2|1.386996|0.17562|7.810919999999999
그대 이름은 장미|3|0.23698733333333333|0.0671|1.4542
그때 그들|1|0.021391000000000004|0.00165|0.11379
그때 그들|2|0.067359|0.0134|0.18782000000000001
그때 그들|3|0.016166666666666666|0.00414|0.07606
그때 그들 확장판 1: 욕망의 부활|2|0.0016952380952380956|0.0006|0.0036899999999999997
그때 그들 확장판 1: 욕망의 부활|3|0.0007233333333333333|0.00037|0.00105
그린 북|1|0.1578923333333333|0.032080000000000004|0.7120000000000001
그린 북|2|1.2500583333333333|0.64278|2.7570200000000002
그린 북|3|1.6222563333333333|0.36277|19.22719
극장판 공룡메카드: 타이니소어의 섬|1|0.07639900000000001|0.007679999999999999|0.33559
극장판 공룡메카드: 타이니소어의 섬|2|0.2332516666666667|0.06913|0.87121
극장판 공룡메카드: 타이니소어의 섬|3|0.03334099999999999|0.01137|0.09398
극장판 반지의 비밀일기|1|0.01655533333333333|0.0024|0.06394
극장판 반지의 비밀일기|2|0.05734233333333334|0.00278|0.26471999999999996
극장판 반지의 비밀일기|3|0.0017118518518518516|0.00045|0.00617
극장판 샤이닝스타:새로운 루나퀸의 탄생!|1|0.010929999999999999|0.00045|0.0369
극장판 샤이닝스타:새로운 루나퀸의 탄생!|2|0.018960333333333336|0.00564|0.040139999999999995
극장판 샤이닝스타:새로운 루나퀸의 탄생!|3|0.0020462068965517244|0.0005200000000000001|0.00594
극장판 엉덩이 탐정: 화려한 사건 수첩|1|0.039576999999999994|0.00361|0.13285
극장판 엉덩이 탐정: 화려한 사건 수첩|2|0.2013903333333333|0.01626|0.9527700000000001
극장판 엉덩이 탐정: 화려한 사건 수첩|3|0.010292666666666665|0.0049700000000000005|0.018369999999999997
극장판 오소마츠 6쌍둥이|1|0.021805|0.0030800000000000003|0.06318
극장판 오소마츠 6쌍둥이|2|0.029904333333333324|0.008879999999999999|0.08713
극장판 오소마츠 6쌍둥이|3|0.007158666666666668|0.0044399999999999995|0.01182
극장판 타오르지마 버스터-블랙어썰트의 귀환|1|0.0010976470588235296|0.00037|0.00316
극장판 타오르지마 버스터-블랙어썰트의 귀환|2|0.019060000000000004|0.00037|0.1269
극장판 타오르지마 버스터-블랙어썰트의 귀환|3|0.0008713043478260871|0.0005200000000000001|0.0015
극장판 헬로카봇 : 달나라를 구해줘!|1|0.016354666666666663|0.00587|0.04571
극장판 헬로카봇 : 달나라를 구해줘!|2|0.14160866666666666|0.00474|0.67585
극장판 헬로카봇 : 달나라를 구해줘!|3|0.003275666666666667|0.0005200000000000001|0.009859999999999999
극장판 헬로카봇: 옴파로스 섬의 비밀|1|0.2677476666666667|0.03042|0.59639
극장판 헬로카봇: 옴파로스 섬의 비밀|2|0.6295793333333333|0.1699|3.27961
극장판 헬로카봇: 옴파로스 섬의 비밀|3|0.05613266666666668|0.0067|0.21816999999999998
극한직업|1|1.8507403333333334|0.2495|7.11119
극한직업|2|21.318546|8.25022|46.67673
극한직업|3|5.797184333333332|2.9361099999999998|10.53391
글래스|1|0.9290663333333334|0.08177999999999999|2.5756
글래스|2|1.8818126666666666|0.15258|8.625869999999999
글래스|3|0.1433213333333333|0.0921|0.38499
글로리아 벨|1|0.03157266666666667|0.00286|0.11732999999999999
글로리아 벨|2|0.06619633333333334|0.00941|0.23489000000000002
글로리아 벨|3|0.03602933333333334|0.007679999999999999|0.12155
기동전사 건담 내러티브|1|0.03906933333333333|0.01295|0.18632
기동전사 건담 내러티브|2|0.058540666666666685|0.0125|0.22533000000000003
기동전사 건담 내러티브|3|0.011779333333333333|0.00798|0.01958
기묘한 가족|1|0.9878293333333334|0.17487|2.21184
기묘한 가족|2|2.8775116666666674|0.52349|8.505980000000001
기묘한 가족|3|0.4673340000000001|0.14776|2.39613
기방도령|1|1.4464196666666667|0.10445|17.17365
기방도령|2|1.7671899999999996|0.36127|4.68351
기방도령|3|0.2145766666666666|0.07764|0.72133
김군|1|0.041899000000000006|0.00474|0.1345
김군|2|0.056451666666666685|0.02025|0.14377
김군|3|0.047709666666666664|0.01167|0.14859
김복동|1|0.13220266666666666|0.013999999999999999|0.56212
김복동|2|0.4353196666666667|0.06302999999999999|1.2777399999999999
김복동|3|0.05628366666666666|0.02131|0.1531
깡패들|1|0.008183000000000001|0.0035299999999999997|0.02153
깡패들|2|0.008798666666666666|0.0033799999999999998|0.01679
깡패들|3|0.007832|0.0044399999999999995|0.015280000000000002
꼬마 물고기 이자벨: 바다 대모험|1|0.011208333333333332|0.0006|0.04405
꼬마 물고기 이자벨: 바다 대모험|2|0.026382333333333337|0.00278|0.12599000000000002
꼬마 물고기 이자벨: 바다 대모험|3|0.0011334615384615385|0.00037|0.00286
꼬마 자전거 스피디|1|0.015886666666666664|0.00406|0.03758
꼬마 자전거 스피디|2|0.03105931034482759|0.00037|0.22089
꼬마 자전거 스피디|3|0.00044666666666666666|0.00037|0.0005200000000000001
나는 다른 언어로 꿈을 꾼다|1|0.015035357142857142|0.0005200000000000001|0.06311
나는 다른 언어로 꿈을 꾼다|2|0.04637066666666668|0.017169999999999998|0.08932000000000001
나는 다른 언어로 꿈을 꾼다|3|0.008423000000000002|0.00278|0.034789999999999995
나는 예수님이 싫다|1|0.022249333333333333|0.00632|0.05482000000000001
나는 예수님이 싫다|2|0.023347000000000003|0.00331|0.07516
나는 예수님이 싫다|3|0.00271448275862069|0.00075|0.00707
나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다|1|0.00037|0.00037|0.00037
나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다|2|0.0005899999999999999|0.00037|0.00105
나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다|3|0.0007745454545454545|0.00037|0.0018
나랏말싸미|1|2.2403830000000005|0.16523|13.52297
나랏말싸미|2|5.242277666666666|0.6380399999999999|38.44963
나랏말싸미|3|0.4754210000000001|0.19822|1.11198
나를 찾아줘|1|1.63102|0.33355|8.025030000000001
나를 찾아줘|2|4.172978|0.57643|15.372329999999998
나를 찾아줘|3|2.321655|0.35425999999999996|26.54798
나만 없어 고양이|1|0.06136266666666666|0.01875|0.20182999999999998
나만 없어 고양이|2|0.13930233333333333|0.03855|0.38092
나만 없어 고양이|3|0.025531000000000005|0.01348|0.09941
나쁜 녀석들: 더 무비|1|1.8921703333333333|0.41391000000000006|10.18574
나쁜 녀석들: 더 무비|2|9.109795333333334|0.74543|35.464490000000005
나쁜 녀석들: 더 무비|3|1.4720870000000006|0.40856|8.2338
나의 노래는 멀리멀리|1|0.009671999999999998|0.00075|0.03727
나의 노래는 멀리멀리|2|0.017788|0.00481|0.04435
나의 노래는 멀리멀리|3|0.005064|0.00143|0.01009
나의 작은 시인에게|1|0.03553086956521739|0.00218|0.11417000000000001
나의 작은 시인에게|2|0.09238733333333334|0.03253|0.1998
나의 작은 시인에게|3|0.019816333333333335|0.00798|0.03765
나의 특별한 형제|1|0.780544|0.09662000000000001|3.14059
나의 특별한 형제|2|4.026804666666668|0.9578899999999999|9.117280000000001
나의 특별한 형제|3|0.5640956666666666|0.21479|1.42791
나의 히어로 아카데미아 더 무비: 두 명의 히어로|1|0.0021356666666666664|0.00037|0.00866
나의 히어로 아카데미아 더 무비: 두 명의 히어로|2|0.026964666666666675|0.00474|0.21072
나의 히어로 아카데미아 더 무비: 두 명의 히어로|3|0.0038335714285714292|0.00045|0.013330000000000002
나이브스 아웃|1|0.27135933333333334|0.020630000000000003|1.53049
나이브스 아웃|2|3.8279103333333335|1.48974|11.54497
나이브스 아웃|3|0.9315983333333335|0.33265|1.7057400000000003
나이트메어 시네마|1|0.04831966666666666|0.01378|0.15822999999999998
나이트메어 시네마|2|0.07979866666666664|0.01024|0.36179
나이트메어 시네마|3|0.005299999999999999|0.0021|0.01235
난폭한 기록|1|0.15807266666666667|0.01355|1.34853
난폭한 기록|2|0.34610733333333343|0.04774|1.61687
난폭한 기록|3|0.049185|0.014530000000000001|0.13571
날씨의 아이|1|0.9755436666666667|0.23203000000000001|6.308669999999999
날씨의 아이|2|3.977619666666667|0.69385|14.000070000000001
날씨의 아이|3|0.4393770000000001|0.2672|0.8220299999999999
내가 사는 세상|1|0.009514333333333331|0.0009|0.02982
내가 사는 세상|2|0.10069333333333333|0.01235|0.35223000000000004
내가 사는 세상|3|0.027365999999999994|0.01137|0.08073
내안의 그놈|1|1.4964773333333339|0.12125|10.62292
내안의 그놈|2|7.5733179999999996|2.10798|20.85416
내안의 그놈|3|1.843336|0.5811|4.13305
너를 만난 여름|1|1.7301163333333334|0.00037|45.13381
너를 만난 여름|2|0.6086930000000002|0.19602999999999998|5.3342
너를 만난 여름|3|0.21213866666666667|0.07252|0.71832
너의 목소리|1|0.016950666666666662|0.00775|0.05151
너의 목소리|2|0.04324399999999999|0.013630000000000001|0.11213
너의 목소리|3|0.013593000000000001|0.00707|0.03185
너의 여자친구|1|0.07292433333333334|0.00647|0.34854
너의 여자친구|2|0.2983063333333333|0.07546|0.9205399999999999
너의 여자친구|3|0.041687999999999996|0.01958|0.08962
노무현과 바보들|1|0.10140733333333332|0.0186|0.32836
노무현과 바보들|2|0.32776366666666673|0.07704|0.8694
노무현과 바보들|3|0.05685099999999999|0.01054|0.2181
녹차의 중력|1|0.0018135000000000002|0.00037|0.00557
녹차의 중력|2|0.0035666666666666668|0.00067|0.0079
녹차의 중력|3|0.0013316666666666665|0.00037|0.00278
논-픽션|1|0.0016315384615384616|0.00045|0.0082
논-픽션|2|0.0035703448275862066|0.00045|0.00971
논-픽션|3|0.0005520000000000001|0.00037|0.0009
누구나 아는 비밀|1|0.050443|0.0076|0.28724
누구나 아는 비밀|2|0.13799966666666663|0.023569999999999997|0.2959
누구나 아는 비밀|3|0.04196466666666667|0.02093|0.07696
눈의 여왕4|1|0.32301366666666664|0.02244|5.71724
눈의 여왕4|2|0.501487|0.06168|1.9901200000000001
눈의 여왕4|3|0.03458533333333333|0.01114|0.08638
늑대의 아이들|1|0.008948571428571427|0.00037|0.03155
늑대의 아이들|2|0.016168999999999996|0.0021|0.03773
늑대의 아이들|3|0.004410000000000001|0.0015|0.009179999999999999
니나 내나|1|0.03504066666666666|0.0061|0.18466
니나 내나|2|0.07072333333333333|0.01061|0.33505999999999997
니나 내나|3|0.01408266666666667|0.00579|0.03923
다시, 봄|1|0.6167343333333334|0.03803|7.23907
다시, 봄|2|0.4235303333333335|0.11055|1.05399
다시, 봄|3|0.08570033333333335|0.046689999999999995|0.17088
닥치고 피아노!|1|0.011762068965517241|0.00045|0.03524
닥치고 피아노!|2|0.018385666666666668|0.00557|0.068
닥치고 피아노!|3|0.001835|0.00067|0.00512
닥터 슬립|1|0.24733966666666662|0.00926|0.90525
닥터 슬립|2|0.6590523333333335|0.04767|3.4554699999999996
닥터 슬립|3|1.4156119999999999|0.16101|12.2102
닥터 킬러 패밀리|1|0.0009705263157894738|0.00037|0.00331
닥터 킬러 패밀리|2|0.0072900000000000005|0.00067|0.05972
닥터 킬러 패밀리|3|0.003963666666666666|0.00112|0.01242
당나귀 공주|1|0.0016933333333333334|0.00037|0.00504
당나귀 공주|2|0.003467333333333333|0.00135|0.008879999999999999
당나귀 공주|3|0.0013078571428571432|0.00037|0.00248
당문|1|0.001663076923076923|0.00037|0.010759999999999999
당문|2|0.022413000000000002|0.0021|0.14768
당문|3|0.0016063333333333337|0.0006|0.00278
대가리2:학교무림|1|0.000485|0.00045|0.0005200000000000001
대가리2:학교무림|2|0.00045|0.00045|0.00045
대지진: 엔드 오브 더 월드|1|0.0005225|0.00037|0.00075
대지진: 엔드 오브 더 월드|2|0.0026183333333333336|0.00037|0.00783
대지진: 엔드 오브 더 월드|3|0.002573809523809525|0.00037|0.00655
대통령의 7시간|1|0.05926133333333334|0.00707|0.30004000000000003
대통령의 7시간|2|0.4452056666666666|0.05136|1.78971
대통령의 7시간|3|0.18356133333333333|0.027110000000000002|0.72638
더 길티|1|1.4405406666666667|0.01815|26.428079999999998
더 길티|2|0.35501333333333335|0.05565|2.19632
더 길티|3|0.058083333333333334|0.02462|0.11462
더 룸|1|0.34727433333333335|0.01769|2.679
더 룸|2|0.5431466666666667|0.04375|1.36458
더 룸|3|0.14786566666666667|0.05874|0.36564
더 바이 바이 맨|1|0.005553461538461539|0.00037|0.03999
더 바이 바이 맨|2|0.059984|0.0035299999999999997|1.0969200000000001
더 바이 바이 맨|3|0.0030700000000000002|0.00045|0.00564
더 보이|1|0.701588|0.06777999999999999|6.802039999999999
더 보이|2|1.82337|0.07937000000000001|31.644579999999998
더 보이|3|0.9091449999999999|0.11432|10.42704
더 보트|1|0.002469999999999999|0.00082|0.01445
더 보트|2|0.008441333333333332|0.00225|0.0201
더 보트|3|0.005535666666666666|0.00203|0.01197
더 빌리지|1|0.020070666666666667|0.0045899999999999995|0.10769000000000001
더 빌리지|2|0.03083333333333333|0.00843|0.14467
더 빌리지|3|0.04212433333333335|0.00835|0.19317
더 서치|1|0.013583333333333333|0.00173|0.04066
더 서치|2|0.02288766666666666|0.00835|0.04978
더 서치|3|0.008741|0.00195|0.02153
더 와이프|1|0.15095766666666666|0.01317|2.39989
더 와이프|2|0.17873033333333335|0.06348|0.37866
더 와이프|3|0.07727800000000001|0.02086|0.35456
더 캡틴|1|0.013064999999999997|0.00278|0.050980000000000004
더 캡틴|2|0.07587666666666668|0.01408|0.26818000000000003
더 캡틴|3|0.026230666666666663|0.010459999999999999|0.06942999999999999
더 컨덕터|1|0.065422|0.0018|0.8608899999999999
더 컨덕터|2|0.061052|0.02033|0.11785999999999999
더 컨덕터|3|0.012367000000000001|0.00587|0.03125
더 페이버릿: 여왕의 여자|1|0.20654633333333336|0.04337|0.60227
더 페이버릿: 여왕의 여자|2|1.1794163333333334|0.28724|2.68736
더 페이버릿: 여왕의 여자|3|0.222701|0.1028|0.43522
더 하우스|1|0.025945333333333338|0.0079|0.30787
더 하우스|2|0.12876066666666666|0.02515|0.61266
더 하우스|3|0.02269933333333334|0.015359999999999999|0.0372
던전에서 만남을 추구하면 안 되는 걸까? -오리온의 화살-|1|0.0013579310344827584|0.00037|0.00286
던전에서 만남을 추구하면 안 되는 걸까? -오리온의 화살-|2|0.0027136666666666667|0.0009699999999999999|0.00527
던전에서 만남을 추구하면 안 되는 걸까? -오리온의 화살-|3|0.0029340000000000004|0.00105|0.00564
덤보|1|0.32619966666666667|0.04285|1.1296
덤보|2|0.9613423333333333|0.09473999999999999|3.85342
덤보|3|0.06632966666666668|0.0436|0.10777
데드 돈 다이|1|0.06172566666666668|0.02281|0.37377
데드 돈 다이|2|0.08191033333333333|0.01272|0.3331
데드 돈 다이|3|0.12123999999999996|0.013630000000000001|0.56371
데드풀 2: 순한맛|1|0.3194596666666667|0.15597|0.72005
데드풀 2: 순한맛|2|0.4179929999999999|0.19000999999999998|4.35801
데드풀 2: 순한맛|3|0.3441896666666668|0.16463|2.30974
데들리 스토커|1|0.000627|0.00037|0.0012
데들리 스토커|2|0.0014521428571428574|0.00037|0.00391
데들리 스토커|3|0.0004466666666666666|0.00037|0.00067
데스티네이션 콘트롤|2|0.005467|0.00045|0.01686
데스티네이션 콘트롤|3|0.0012843333333333333|0.00037|0.0035299999999999997
도신 외전|1|0.0025582608695652173|0.00037|0.01491
도신 외전|2|0.04168133333333333|0.011890000000000001|0.17502
도신 외전|3|0.007190333333333334|0.00203|0.01739
도심속의 방|1|0.0012005882352941178|0.00037|0.00256
도심속의 방|2|0.0021010000000000004|0.00037|0.00512
도심속의 방|3|0.0006968421052631581|0.00037|0.0018
도우터 오브 마인|1|0.005637272727272728|0.00037|0.03968
도우터 오브 마인|2|0.01075466666666667|0.00128|0.03524
도우터 오브 마인|3|0.005748333333333335|0.00067|0.03449
도쿄의 밤하늘은 항상 가장 짙은 블루|1|0.028944666666666664|0.00557|0.10694000000000001
도쿄의 밤하늘은 항상 가장 짙은 블루|2|0.09259866666666666|0.02168|0.22714
도쿄의 밤하늘은 항상 가장 짙은 블루|3|0.017986666666666665|0.00707|0.03569
돈|1|1.4435683333333336|0.21704|4.511340000000001
돈|2|5.136322666666667|0.81111|15.21305
돈|3|1.3915659999999999|0.45481000000000005|6.51736
돈 겟 아웃!|1|0.03006647058823529|0.0005200000000000001|0.07764
돈 겟 아웃!|2|0.10234900000000004|0.00173|2.3688599999999997
돈 겟 아웃!|3|0.0023926666666666675|0.00067|0.00685
돈 워리|1|0.05142799999999999|0.007529999999999999|0.25673
돈 워리|2|0.15012233333333333|0.03765|0.38574
돈 워리|3|0.04377066666666669|0.02349|0.12795
돈키호테를 죽인 사나이|1|0.01936|0.00399|0.11657999999999999
돈키호테를 죽인 사나이|2|0.035022|0.006999999999999999|0.12569
돈키호테를 죽인 사나이|3|0.021326333333333336|0.00195|0.10378
동경|1|0.04690433333333333|0.0378|0.05761
동경|2|0.04517800000000002|0.03645|0.055420000000000004
동경|3|0.04364066666666666|0.03404|0.05256
동명이인 프로젝트 시즌2|1|0.0010866666666666668|0.00037|0.00436
동명이인 프로젝트 시즌2|2|0.003532666666666667|0.0012|0.00692
동명이인 프로젝트 시즌2|3|0.0012723076923076922|0.0005200000000000001|0.0021
동물, 원|1|0.009525333333333334|0.0005200000000000001|0.03795
